Routing:
2, 1, 0
3, 0, 0
3, 1, 0
4, 0, 1
5, 4, 1
6, 0, 1
7, 5, 1
9, 7, 1
9, 8, 1
10, 6, 1
11, 10, 1
12, 8, 1
12, 11, 1
14, 0, 0
14, 13, 0
15, 13, 0
16, 15, 0
18, 17, 0
19, 2, 0
20, 19, 0
23, 22, 0
25, 24, 0
26, 22, 0
27, 25, 0
28, 24, 0
29, 28, 0
30, 16, 0
31, 30, 0
32, 17, 0
32, 31, 0
33, 18, 0
34, 33, 0
35, 20, 0
36, 35, 0
39, 36, 0
39, 38, 0
40, 23, 0
41, 38, 0
41, 40, 0
42, 26, 0
42, 27, 0
43, 29, 0
44, 43, 0
45, 44, 0
47, 45, 0
50, 47, 0
50, 49, 0
51, 49, 0
52, 51, 0
53, 34, 0
56, 55, 0
57, 56, 0
58, 53, 0
59, 58, 0
60, 59, 0
61, 57, 0
62, 60, 0
62, 61, 0
65, 52, 0
65, 55, 0
Routing cost: 14376.3
[272618.54371173907, 14376.320000000002, 93.82347011566162, 5.59413546711848e-06, 1, 199.89024251865294, 0.08064516129032258, 0.08064516129032258, 0.08064516129032258]
